2018
"time_stamp","angular_speed_x","angular_speed_y","angular_speed_z","acceleration_x","acceleration_y","acceleration_z","altitude","latitude","longitude","temperature","quaternion_w","quaternion_x","quaternion_y","quaternion_z","acquisition_board_state_1","acquisition_board_state_2","acquisition_board_state_3","power_supply_state_1","power_supply_state_2","payload_board_state_1","voltage","current"
16.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,807.7020263671875,32.99063491821289,-106.9751205444336,42.87110137939453,80.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
17.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,937.93701171875,32.99065399169922,-106.97510528564453,42.320865631103516,85.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
18.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,1066.9200439453125,32.99067306518555,-106.97508239746094,41.81288146972656,90.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
19.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,1194.6510009765625,32.99068832397461,-106.97505950927734,41.35515594482422,95.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
20.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,1321.1300048828125,32.99070739746094,-106.97503662109375,40.95491409301758,100.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
21.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,1446.3570556640625,32.990726470947266,-106.97502136230469,40.618465423583984,105.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
22.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,1570.33203125,32.990745544433594,-106.9749984741211,40.35111618041992,110.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
23.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,1693.0550537109375,32.99076461791992,-106.9749755859375,40.15708541870117,115.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
24.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,1814.5260009765625,32.990779876708984,-106.9749526977539,40.0394287109375,120.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
25.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,1934.7449951171875,32.99079895019531,-106.97493743896484,40.0,125.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
26.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,2053.7119140625,32.99081802368164,-106.97491455078125,40.0394287109375,130.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
27.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,2171.427001953125,32.99083709716797,-106.97489166259766,40.15708541870117,135.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
28.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,2287.89013671875,32.9908561706543,-106.97486877441406,40.35111999511719,140.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
29.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,2403.100830078125,32.99087142944336,-106.974853515625,40.618465423583984,145.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
30.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,2517.06005859375,32.99089050292969,-106.9748306274414,40.95491409301758,150.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
31.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,2629.76708984375,32.990909576416016,-106.97480773925781,41.35515594482422,155.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
32.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,2741.22216796875,32.990928649902344,-106.97478485107422,41.81288146972656,160.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
33.0,0.0,0.0,0.0,0.0,-0.4444444477558136,0.0,2851.425048828125,32.99094772338867,-106.97476959228516,42.320865631103516,165.0,0.5,0.0,0.5,255,255,255,255,0,255,3.299999952316284,0.0010000000474974513
