2019
"time_stamp","latitude","longitude","ns_indicator","ew_indicator","utc_time","altitude","pressure","temperature","acceleration_x_uncomp","acceleration_y_uncomp","acceleration_z_uncomp","acceleration_x","acceleration_y","acceleration_z","magnetometer_x","magnetometer_y","magnetometer_z","angular_speed_x","angular_speed_y","angular_speed_z"
13.0,32.990577697753906,-106.97518920898438,"b'N'","b'W'",123.36000061035156,271.10699462890625,1013,44.6860466003418,0,0,0,0.0,0.0,-0.4444444477558136,90,4321,0,0,0,42
14.0,32.990596771240234,-106.97516632080078,"b'N'","b'W'",123.36000061035156,481.9679870605469,1013,44.06309127807617,0,0,0,0.0,0.0,-0.4444444477558136,90,4321,0,0,0,42
15.0,32.99061584472656,-106.97514343261719,"b'N'","b'W'",123.36000061035156,676.2149658203125,1013,43.45491409301758,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,65534,0,0,42
16.0,32.99063491821289,-106.9751205444336,"b'N'","b'W'",123.36000061035156,807.7020263671875,1013,42.87110137939453,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,65535,0,0,42
17.0,32.99065399169922,-106.97510528564453,"b'N'","b'W'",123.36000061035156,937.93701171875,1013,42.320865631103516,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,65535,0,0,42
18.0,32.99067306518555,-106.97508239746094,"b'N'","b'W'",123.36000061035156,1066.9200439453125,1013,41.81288146972656,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,65535,0,0,42
19.0,32.99068832397461,-106.97505950927734,"b'N'","b'W'",123.36000061035156,1194.6510009765625,1013,41.35515594482422,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,0,0,0,42
20.0,32.99070739746094,-106.97503662109375,"b'N'","b'W'",123.36000061035156,1321.1300048828125,1013,40.95491409301758,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,0,0,0,42
21.0,32.990726470947266,-106.97502136230469,"b'N'","b'W'",123.36000061035156,1446.3570556640625,1013,40.618465423583984,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,0,0,0,42
22.0,32.990745544433594,-106.9749984741211,"b'N'","b'W'",123.36000061035156,1570.33203125,1013,40.35111618041992,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,1,0,0,42
23.0,32.99076461791992,-106.9749755859375,"b'N'","b'W'",123.36000061035156,1693.0550537109375,1013,40.15708541870117,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,1,0,0,42
24.0,32.990779876708984,-106.9749526977539,"b'N'","b'W'",123.36000061035156,1814.5260009765625,1013,40.0394287109375,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,1,0,0,42
25.0,32.99079895019531,-106.97493743896484,"b'N'","b'W'",123.36000061035156,1934.7449951171875,1013,40.0,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,1,0,0,42
26.0,32.99081802368164,-106.97491455078125,"b'N'","b'W'",123.36000061035156,2053.7119140625,1013,40.0394287109375,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,1,0,0,42
27.0,32.99083709716797,-106.97489166259766,"b'N'","b'W'",123.36000061035156,2171.427001953125,1013,40.15708541870117,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,1,0,0,42
28.0,32.9908561706543,-106.97486877441406,"b'N'","b'W'",123.36000061035156,2287.89013671875,1013,40.35111999511719,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,1,0,0,42
29.0,32.99087142944336,-106.974853515625,"b'N'","b'W'",123.36000061035156,2403.100830078125,1013,40.618465423583984,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,0,0,0,42
30.0,32.99089050292969,-106.9748306274414,"b'N'","b'W'",123.36000061035156,2517.06005859375,1013,40.95491409301758,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,0,0,0,42
31.0,32.990909576416016,-106.97480773925781,"b'N'","b'W'",123.36000061035156,2629.76708984375,1013,41.35515594482422,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,0,0,0,42
32.0,32.990928649902344,-106.97478485107422,"b'N'","b'W'",123.36000061035156,2741.22216796875,1013,41.81288146972656,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,65535,0,0,42
33.0,32.99094772338867,-106.97476959228516,"b'N'","b'W'",123.36000061035156,2851.425048828125,1013,42.320865631103516,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,65535,0,0,42
34.0,32.990966796875,-106.97474670410156,"b'N'","b'W'",123.36000061035156,2960.376220703125,1013,42.8711051940918,0,0,0,0.0,0.0,-0.4444444477558136,87,4321,65535,0,0,42
35.0,32.99098205566406,-106.97472381591797,"b'N'","b'W'",123.36000061035156,3068.0,1013,43.454917907714844,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65531,0,0,42
36.0,32.9909782409668,-106.97471618652344,"b'N'","b'W'",123.36000061035156,3047.85009765625,1013,44.06309127807617,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65532,0,0,42
37.0,32.990970611572266,-106.97470092773438,"b'N'","b'W'",123.36000061035156,3027.699951171875,1013,44.6860466003418,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65532,0,0,42
38.0,32.990962982177734,-106.97469329833984,"b'N'","b'W'",123.36000061035156,3007.550048828125,1013,45.3139533996582,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65534,0,0,42
39.0,32.9909553527832,-106.97468566894531,"b'N'","b'W'",123.36000061035156,2987.39990234375,1013,45.93690872192383,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65535,0,0,42
40.0,32.99094772338867,-106.97467803955078,"b'N'","b'W'",123.36000061035156,2967.25,1013,46.54508590698242,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,0,0,0,42
41.0,32.99094009399414,-106.97467041015625,"b'N'","b'W'",123.36000061035156,2947.10009765625,1013,47.12889862060547,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,1,0,0,42
42.0,32.99093246459961,-106.97466278076172,"b'N'","b'W'",123.36000061035156,2926.949951171875,1013,47.679134368896484,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,2,0,0,42
43.0,32.99092483520508,-106.97464752197266,"b'N'","b'W'",123.36000061035156,2906.800048828125,1013,48.1871223449707,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,4,0,0,42
44.0,32.99091720581055,-106.97463989257812,"b'N'","b'W'",123.36000061035156,2886.64990234375,1013,48.64484405517578,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,4,0,0,42
45.0,32.990909576416016,-106.9746322631836,"b'N'","b'W'",123.36000061035156,2866.5,1013,49.04508590698242,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,5,0,0,42
46.0,32.99090576171875,-106.97462463378906,"b'N'","b'W'",123.36000061035156,2846.35009765625,1013,49.381534576416016,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,4,0,0,42
47.0,32.99089813232422,-106.97461700439453,"b'N'","b'W'",123.36000061035156,2826.199951171875,1013,49.64888381958008,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,4,0,0,42
48.0,32.99089050292969,-106.974609375,"b'N'","b'W'",123.36000061035156,2806.050048828125,1013,49.84291458129883,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,2,0,0,42
49.0,32.990882873535156,-106.97459411621094,"b'N'","b'W'",123.36000061035156,2785.89990234375,1013,49.960575103759766,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,1,0,0,42
50.0,32.990875244140625,-106.9745864868164,"b'N'","b'W'",123.36000061035156,2765.75,1013,50.0,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,0,0,0,42
51.0,32.990867614746094,-106.97457885742188,"b'N'","b'W'",123.36000061035156,2745.60009765625,1013,49.9605712890625,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65535,0,0,42
52.0,32.99085998535156,-106.97457122802734,"b'N'","b'W'",123.36000061035156,2725.449951171875,1013,49.84291458129883,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65534,0,0,42
53.0,32.99085235595703,-106.97456359863281,"b'N'","b'W'",123.36000061035156,2705.300048828125,1013,49.64888381958008,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65532,0,0,42
54.0,32.9908447265625,-106.97454833984375,"b'N'","b'W'",123.36000061035156,2685.14990234375,1013,49.38153076171875,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65532,0,0,42
55.0,32.99083709716797,-106.97454071044922,"b'N'","b'W'",123.36000061035156,2665.0,1013,49.04508590698242,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65531,0,0,42
56.0,32.9908332824707,-106.97453308105469,"b'N'","b'W'",123.36000061035156,2644.85009765625,1013,48.644840240478516,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65532,0,0,42
57.0,32.99082565307617,-106.97452545166016,"b'N'","b'W'",123.36000061035156,2624.699951171875,1013,48.18711853027344,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65532,0,0,42
58.0,32.99081802368164,-106.97451782226562,"b'N'","b'W'",123.36000061035156,2604.550048828125,1013,47.679134368896484,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65534,0,0,42
59.0,32.99081039428711,-106.9745101928711,"b'N'","b'W'",123.36000061035156,2584.39990234375,1013,47.1288948059082,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65535,0,0,42
60.0,32.99080276489258,-106.97449493408203,"b'N'","b'W'",123.36000061035156,2564.25,1013,46.545082092285156,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,0,0,0,42
61.0,32.99079513549805,-106.9744873046875,"b'N'","b'W'",123.36000061035156,2544.10009765625,1013,45.93690490722656,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,1,0,0,42
62.0,32.990787506103516,-106.97447967529297,"b'N'","b'W'",123.36000061035156,2523.9501953125,1013,45.31394958496094,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,2,0,0,42
63.0,32.990779876708984,-106.97447204589844,"b'N'","b'W'",123.36000061035156,2503.800048828125,1013,44.6860466003418,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,4,0,0,42
64.0,32.99077224731445,-106.9744644165039,"b'N'","b'W'",123.36000061035156,2483.64990234375,1013,44.06309127807617,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,4,0,0,42
65.0,32.99076461791992,-106.97445678710938,"b'N'","b'W'",123.36000061035156,2463.5,1013,43.454917907714844,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,5,0,0,42
66.0,32.990760803222656,-106.97444152832031,"b'N'","b'W'",123.36000061035156,2443.35009765625,1013,42.87110137939453,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,4,0,0,42
67.0,32.990753173828125,-106.97443389892578,"b'N'","b'W'",123.36000061035156,2423.2001953125,1013,42.32086944580078,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,4,0,0,42
68.0,32.990745544433594,-106.97442626953125,"b'N'","b'W'",123.36000061035156,2403.050048828125,1013,41.8128776550293,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,2,0,0,42
69.0,32.99073791503906,-106.97441864013672,"b'N'","b'W'",123.36000061035156,2382.89990234375,1013,41.35515594482422,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,1,0,0,42
70.0,32.99073028564453,-106.97441101074219,"b'N'","b'W'",123.36000061035156,2362.75,1013,40.95491409301758,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,0,0,0,42
71.0,32.99072265625,-106.97440338134766,"b'N'","b'W'",123.36000061035156,2342.60009765625,1013,40.618465423583984,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65535,0,0,42
72.0,32.99071502685547,-106.9743881225586,"b'N'","b'W'",123.36000061035156,2322.4501953125,1013,40.35111999511719,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65534,0,0,42
73.0,32.99070739746094,-106.97438049316406,"b'N'","b'W'",123.36000061035156,2302.300048828125,1013,40.15708541870117,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65532,0,0,42
74.0,32.990699768066406,-106.97437286376953,"b'N'","b'W'",123.36000061035156,2282.14990234375,1013,40.0394287109375,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65532,0,0,42
75.0,32.990692138671875,-106.974365234375,"b'N'","b'W'",123.36000061035156,2262.0,1013,40.0,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65531,0,0,42
76.0,32.990684509277344,-106.97435760498047,"b'N'","b'W'",123.36000061035156,2241.85009765625,1013,40.0394287109375,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65532,0,0,42
77.0,32.99068069458008,-106.97434997558594,"b'N'","b'W'",123.36000061035156,2221.7001953125,1013,40.15708541870117,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65532,0,0,42
78.0,32.99067306518555,-106.97433471679688,"b'N'","b'W'",123.36000061035156,2201.550048828125,1013,40.35111999511719,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65534,0,0,42
79.0,32.990665435791016,-106.97432708740234,"b'N'","b'W'",123.36000061035156,2181.39990234375,1013,40.61846923828125,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,65535,0,0,42
80.0,32.990657806396484,-106.97431945800781,"b'N'","b'W'",123.36000061035156,2161.25,1013,40.954917907714844,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,0,0,0,42
81.0,32.99065017700195,-106.97431182861328,"b'N'","b'W'",123.36000061035156,2141.10009765625,1013,41.355159759521484,0,0,0,0.0,0.0,-0.4444444477558136,65446,4321,1,0,0,42
